,TICKER,Security
304,MKC,McCormick & Co.
305,MCD,McDonald's Corp.
306,MCK,McKesson Corp.
307,MDT,Medtronic plc
308,MRK,Merck & Co.
309,MET,MetLife Inc.
310,MTD,Mettler Toledo
311,MGM,MGM Resorts International
312,KORS,Michael Kors Holdings
313,MCHP,Microchip Technology
314,MU,Micron Technology
315,MSFT,Microsoft Corp.
316,MAA,Mid-America Apartments
317,MHK,Mohawk Industries
318,TAP,Molson Coors Brewing Company
319,MDLZ,Mondelez International
320,MON,Monsanto Co.
321,MNST,Monster Beverage
322,MCO,Moody's Corp
323,MS,Morgan Stanley
324,MOS,The Mosaic Company
325,MSI,Motorola Solutions Inc.
326,MSCI,MSCI Inc
327,MYL,Mylan N.V.
328,NDAQ,"Nasdaq, Inc."
329,NOV,National Oilwell Varco Inc.
330,NAVI,Navient
331,NKTR,Nektar Therapeutics
332,NTAP,NetApp
333,NFLX,Netflix Inc.
334,NWL,Newell Brands
335,NFX,Newfield Exploration Co
336,NEM,Newmont Mining Corporation
337,NWSA,News Corp. Class A
338,NWS,News Corp. Class B
339,NEE,NextEra Energy
340,NLSN,Nielsen Holdings
341,NKE,Nike
342,NI,NiSource Inc.
343,NBL,Noble Energy Inc
344,JWN,Nordstrom
345,NSC,Norfolk Southern Corp.
346,NTRS,Northern Trust Corp.
347,NOC,Northrop Grumman Corp.
348,NCLH,Norwegian Cruise Line
349,NRG,NRG Energy
350,NUE,Nucor Corp.
351,NVDA,Nvidia Corporation
352,ORLY,O'Reilly Automotive
353,OXY,Occidental Petroleum
354,OMC,Omnicom Group
355,OKE,ONEOK
356,ORCL,Oracle Corp.
357,PCAR,PACCAR Inc.
358,PKG,Packaging Corporation of America
359,PH,Parker-Hannifin
360,PAYX,Paychex Inc.
361,PYPL,PayPal
362,PNR,Pentair Ltd.
363,PBCT,People's United Financial
364,PEP,PepsiCo Inc.
365,PKI,PerkinElmer
366,PRGO,Perrigo
367,PFE,Pfizer Inc.
368,PCG,PG&E Corp.
369,PM,Philip Morris International
370,PSX,Phillips 66
371,PNW,Pinnacle West Capital
372,PXD,Pioneer Natural Resources
373,PNC,PNC Financial Services
374,RL,Polo Ralph Lauren Corp.
375,PPG,PPG Industries
376,PPL,PPL Corp.
377,PX,Praxair Inc.
378,PFG,Principal Financial Group
379,PG,Procter & Gamble
380,PGR,Progressive Corp.
381,PLD,Prologis
382,PRU,Prudential Financial
383,PEG,Public Serv. Enterprise Inc.
384,PSA,Public Storage
385,PHM,Pulte Homes Inc.
386,PVH,PVH Corp.
387,QRVO,Qorvo
388,PWR,Quanta Services Inc.
389,QCOM,QUALCOMM Inc.
390,DGX,Quest Diagnostics
391,RRC,Range Resources Corp.
392,RJF,Raymond James Financial Inc.
393,RTN,Raytheon Co.
394,O,Realty Income Corporation
395,RHT,Red Hat Inc.
396,REG,Regency Centers Corporation
397,REGN,Regeneron
398,RF,Regions Financial Corp.
399,RSG,Republic Services Inc
400,RMD,ResMed
401,RHI,Robert Half International
402,ROK,Rockwell Automation Inc.
403,COL,Rockwell Collins
404,ROP,Roper Technologies
405,ROST,Ross Stores
406,RCL,Royal Caribbean Cruises Ltd
407,CRM,Salesforce.com
408,SBAC,SBA Communications
409,SCG,SCANA Corp
410,SLB,Schlumberger Ltd.
411,STX,Seagate Technology
412,SEE,Sealed Air
413,SRE,Sempra Energy
414,SHW,Sherwin-Williams
415,SPG,Simon Property Group Inc
416,SWKS,Skyworks Solutions
417,SLG,SL Green Realty
418,SNA,Snap-On Inc.
419,SO,Southern Co.
420,LUV,Southwest Airlines
421,SPGI,"S&P Global, Inc."
422,SWK,Stanley Black & Decker
423,SBUX,Starbucks Corp.
424,STT,State Street Corp.
425,SRCL,Stericycle Inc
426,SYK,Stryker Corp.
427,STI,SunTrust Banks
428,SIVB,SVB Financial
429,SYMC,Symantec Corp.
430,SYF,Synchrony Financial
431,SNPS,Synopsys Inc.
432,SYY,Sysco Corp.
433,TROW,T. Rowe Price Group
434,TTWO,Take-Two Interactive
435,TPR,"Tapestry, Inc."
436,TGT,Target Corp.
437,TEL,TE Connectivity Ltd.
438,FTI,TechnipFMC
439,TXN,Texas Instruments
440,TXT,Textron Inc.
441,TMO,Thermo Fisher Scientific
442,TIF,Tiffany & Co.
443,TWX,Time Warner Inc.
444,TJX,TJX Companies Inc.
445,TMK,Torchmark Corp.
446,TSS,Total System Services
447,TSCO,Tractor Supply Company
448,TDG,TransDigm Group
449,TRV,The Travelers Companies Inc.
450,TRIP,TripAdvisor
451,FOXA,Twenty-First Century Fox Class A
452,FOX,Twenty-First Century Fox Class B
453,TSN,Tyson Foods
454,UDR,UDR Inc
455,ULTA,Ulta Beauty
456,USB,U.S. Bancorp
457,UAA,Under Armour Class A
458,UA,Under Armour Class C
459,UNP,Union Pacific
460,UAL,United Continental Holdings
461,UNH,United Health Group Inc.
462,UPS,United Parcel Service
463,URI,"United Rentals, Inc."
464,UTX,United Technologies
465,UHS,"Universal Health Services, Inc."
466,UNM,Unum Group
467,VFC,V.F. Corp.
468,VLO,Valero Energy
469,VAR,Varian Medical Systems
470,VTR,Ventas Inc
471,VRSN,Verisign Inc.
472,VRSK,Verisk Analytics
473,VZ,Verizon Communications
474,VRTX,Vertex Pharmaceuticals Inc
475,VIAB,Viacom Inc.
476,V,Visa Inc.
477,VNO,Vornado Realty Trust
478,VMC,Vulcan Materials
479,WMT,Wal-Mart Stores
480,WBA,Walgreens Boots Alliance
481,DIS,The Walt Disney Company
482,WM,Waste Management Inc.
483,WAT,Waters Corporation
484,WEC,Wec Energy Group Inc
485,WFC,Wells Fargo
486,WELL,Welltower Inc.
487,WDC,Western Digital
488,WU,Western Union Co
489,WRK,WestRock Company
490,WY,Weyerhaeuser Corp.
491,WHR,Whirlpool Corp.
492,WMB,Williams Cos.
493,WLTW,Willis Towers Watson
494,WYN,Wyndham Worldwide
495,WYNN,Wynn Resorts Ltd
496,XEL,Xcel Energy Inc
497,XRX,Xerox Corp.
498,XLNX,Xilinx Inc
499,XL,XL Capital
500,XYL,Xylem Inc.
501,YUM,Yum! Brands Inc
502,ZBH,Zimmer Biomet Holdings
503,ZION,Zions Bancorp
504,ZTS,Zoetis
