,TICKER,Security
307,MMC,Marsh & McLennan
308,MLM,Martin Marietta Materials
309,MAS,Masco Corp.
310,MA,Mastercard Inc.
311,MKC,McCormick & Co.
312,MXIM,Maxim Integrated Products Inc
313,MCD,McDonald's Corp.
314,MCK,McKesson Corp.
315,MDT,Medtronic plc
316,MRK,Merck & Co.
317,MET,MetLife Inc.
318,MTD,Mettler Toledo
319,MGM,MGM Resorts International
320,MCHP,Microchip Technology
321,MU,Micron Technology
322,MSFT,Microsoft Corp.
323,MAA,Mid-America Apartments
324,MHK,Mohawk Industries
325,TAP,Molson Coors Brewing Company
326,MDLZ,Mondelez International
327,MNST,Monster Beverage
328,MCO,Moody's Corp
329,MS,Morgan Stanley
330,MOS,The Mosaic Company
331,MSI,Motorola Solutions Inc.
332,MSCI,MSCI Inc
333,MYL,Mylan N.V.
334,NDAQ,"Nasdaq, Inc."
335,NOV,National Oilwell Varco Inc.
336,NTAP,NetApp
337,NFLX,Netflix Inc.
338,NWL,Newell Brands
339,NEM,Newmont Goldcorp
340,NWSA,News Corp. Class A
341,NWS,News Corp. Class B
342,NEE,NextEra Energy
343,NLSN,Nielsen Holdings
344,NKE,Nike
345,NI,NiSource Inc.
346,NBL,Noble Energy Inc
347,JWN,Nordstrom
348,NSC,Norfolk Southern Corp.
349,NTRS,Northern Trust Corp.
350,NOC,Northrop Grumman
351,NLOK,NortonLifeLock
352,NCLH,Norwegian Cruise Line Holdings
353,NRG,NRG Energy
354,NUE,Nucor Corp.
355,NVDA,Nvidia Corporation
356,NVR,NVR Inc
357,ORLY,O'Reilly Automotive
358,OXY,Occidental Petroleum
359,ODFL,Old Dominion Freight Line
360,OMC,Omnicom Group
361,OKE,ONEOK
362,ORCL,Oracle Corp.
363,PCAR,PACCAR Inc.
364,PKG,Packaging Corporation of America
365,PH,Parker-Hannifin
366,PAYX,Paychex Inc.
367,PYPL,PayPal
368,PNR,Pentair plc
369,PBCT,People's United Financial
370,PEP,PepsiCo Inc.
371,PKI,PerkinElmer
372,PRGO,Perrigo
373,PFE,Pfizer Inc.
374,PM,Philip Morris International
375,PSX,Phillips 66
376,PNW,Pinnacle West Capital
377,PXD,Pioneer Natural Resources
378,PNC,PNC Financial Services
379,PPG,PPG Industries
380,PPL,PPL Corp.
381,PFG,Principal Financial Group
382,PG,Procter & Gamble
383,PGR,Progressive Corp.
384,PLD,Prologis
385,PRU,Prudential Financial
386,PEG,Public Serv. Enterprise Inc.
387,PSA,Public Storage
388,PHM,Pulte Homes Inc.
389,PVH,PVH Corp.
390,QRVO,Qorvo
391,PWR,Quanta Services Inc.
392,QCOM,QUALCOMM Inc.
393,DGX,Quest Diagnostics
394,RL,Ralph Lauren Corporation
395,RJF,Raymond James Financial Inc.
396,RTN,Raytheon Co.
397,O,Realty Income Corporation
398,REG,Regency Centers Corporation
399,REGN,Regeneron Pharmaceuticals
400,RF,Regions Financial Corp.
401,RSG,Republic Services Inc
402,RMD,ResMed
403,RHI,Robert Half International
404,ROK,Rockwell Automation Inc.
405,ROL,Rollins Inc.
406,ROP,Roper Technologies
407,ROST,Ross Stores
408,RCL,Royal Caribbean Cruises Ltd
409,SPGI,"S&P Global, Inc."
410,CRM,Salesforce.com
411,SBAC,SBA Communications
412,SLB,Schlumberger Ltd.
413,STX,Seagate Technology
414,SEE,Sealed Air
415,SRE,Sempra Energy
416,NOW,ServiceNow
417,SHW,Sherwin-Williams
418,SPG,Simon Property Group Inc
419,SWKS,Skyworks Solutions
420,SLG,SL Green Realty
421,SNA,Snap-on
422,SO,Southern Co.
423,LUV,Southwest Airlines
424,SWK,Stanley Black & Decker
425,SBUX,Starbucks Corp.
426,STT,State Street Corp.
427,STE,STERIS plc
428,SYK,Stryker Corp.
429,SIVB,SVB Financial
430,SYF,Synchrony Financial
431,SNPS,Synopsys Inc.
432,SYY,Sysco Corp.
433,TMUS,T-Mobile US
434,TROW,T. Rowe Price Group
435,TTWO,Take-Two Interactive
436,TPR,"Tapestry, Inc."
437,TGT,Target Corp.
438,TEL,TE Connectivity Ltd.
439,FTI,TechnipFMC
440,TFX,Teleflex
441,TXN,Texas Instruments
442,TXT,Textron Inc.
443,TMO,Thermo Fisher Scientific
444,TIF,Tiffany & Co.
445,TJX,TJX Companies Inc.
446,TSCO,Tractor Supply Company
447,TDG,TransDigm Group
448,TRV,The Travelers Companies Inc.
449,TFC,Truist Financial
450,TWTR,"Twitter, Inc."
451,TSN,Tyson Foods
452,UDR,"UDR, Inc."
453,ULTA,Ulta Beauty
454,USB,U.S. Bancorp
455,UAA,Under Armour Class A
456,UA,Under Armour Class C
457,UNP,Union Pacific Corp
458,UAL,United Airlines Holdings
459,UNH,United Health Group Inc.
460,UPS,United Parcel Service
461,URI,"United Rentals, Inc."
462,UTX,United Technologies
463,UHS,"Universal Health Services, Inc."
464,UNM,Unum Group
465,VFC,V.F. Corp.
466,VLO,Valero Energy
467,VAR,Varian Medical Systems
468,VTR,Ventas Inc
469,VRSN,Verisign Inc.
470,VRSK,Verisk Analytics
471,VZ,Verizon Communications
472,VRTX,Vertex Pharmaceuticals Inc
473,VIAC,ViacomCBS
474,V,Visa Inc.
475,VNO,Vornado Realty Trust
476,VMC,Vulcan Materials
477,WRB,W. R. Berkley Corporation
478,WAB,Wabtec Corporation
479,WMT,Walmart
480,WBA,Walgreens Boots Alliance
481,DIS,The Walt Disney Company
482,WM,Waste Management Inc.
483,WAT,Waters Corporation
484,WEC,Wec Energy Group Inc
485,WCG,WellCare
486,WFC,Wells Fargo
487,WELL,Welltower Inc.
488,WDC,Western Digital
489,WU,Western Union Co
490,WRK,WestRock
491,WY,Weyerhaeuser
492,WHR,Whirlpool Corp.
493,WMB,Williams Cos.
494,WLTW,Willis Towers Watson
495,WYNN,Wynn Resorts Ltd
496,XEL,Xcel Energy Inc
497,XRX,Xerox
498,XLNX,Xilinx
499,XYL,Xylem Inc.
500,YUM,Yum! Brands Inc
501,ZBRA,Zebra Technologies
502,ZBH,Zimmer Biomet Holdings
503,ZION,Zions Bancorp
504,ZTS,Zoetis
