,TICKER,Security
306,MCK,McKesson Corp.
307,MDT,Medtronic plc
308,MRK,Merck & Co.
309,MET,MetLife Inc.
310,MTD,Mettler Toledo
311,KORS,Michael Kors Holdings
312,MCHP,Microchip Technology
313,MU,Micron Technology
314,MSFT,Microsoft Corp.
315,MAA,Mid-America Apartments
316,MHK,Mohawk Industries
317,TAP,Molson Coors Brewing Company
318,MDLZ,Mondelez International
319,MON,Monsanto Co.
320,MNST,Monster Beverage
321,MCO,Moody's Corp
322,MS,Morgan Stanley
323,MOS,The Mosaic Company
324,MSI,Motorola Solutions Inc.
325,MUR,Murphy Oil
326,MYL,Mylan N.V.
327,NDAQ,"Nasdaq, Inc."
328,NOV,National Oilwell Varco Inc.
329,NAVI,Navient
330,NTAP,NetApp
331,NFLX,Netflix Inc.
332,NWL,Newell Brands
333,NFX,Newfield Exploration Co
334,NEM,Newmont Mining Corporation
335,NWSA,News Corp. Class A
336,NWS,News Corp. Class B
337,NEE,NextEra Energy
338,NLSN,Nielsen Holdings
339,NKE,Nike
340,NI,NiSource Inc.
341,NBL,Noble Energy Inc
342,JWN,Nordstrom
343,NSC,Norfolk Southern Corp.
344,NTRS,Northern Trust Corp.
345,NOC,Northrop Grumman Corp.
346,NRG,NRG Energy
347,NUE,Nucor Corp.
348,NVDA,Nvidia Corporation
349,ORLY,O'Reilly Automotive
350,OXY,Occidental Petroleum
351,OMC,Omnicom Group
352,OKE,ONEOK
353,ORCL,Oracle Corp.
354,PCAR,PACCAR Inc.
355,PH,Parker-Hannifin
356,PDCO,Patterson Companies
357,PAYX,Paychex Inc.
358,PYPL,PayPal
359,PNR,Pentair Ltd.
360,PBCT,People's United Financial
361,PEP,PepsiCo Inc.
362,PKI,PerkinElmer
363,PRGO,Perrigo
364,PFE,Pfizer Inc.
365,PCG,PG&E Corp.
366,PM,Philip Morris International
367,PSX,Phillips 66
368,PNW,Pinnacle West Capital
369,PXD,Pioneer Natural Resources
370,PNC,PNC Financial Services
371,RL,Polo Ralph Lauren Corp.
372,PPG,PPG Industries
373,PPL,PPL Corp.
374,PX,Praxair Inc.
375,PCLN,Priceline.com Inc
376,PFG,Principal Financial Group
377,PG,Procter & Gamble
378,PGR,Progressive Corp.
379,PLD,Prologis
380,PRU,Prudential Financial
381,PEG,Public Serv. Enterprise Inc.
382,PSA,Public Storage
383,PHM,Pulte Homes Inc.
384,PVH,PVH Corp.
385,QRVO,Qorvo
386,PWR,Quanta Services Inc.
387,QCOM,QUALCOMM Inc.
388,DGX,Quest Diagnostics
389,RRC,Range Resources Corp.
390,RJF,Raymond James Financial Inc.
391,RTN,Raytheon Co.
392,O,Realty Income Corporation
393,RHT,Red Hat Inc.
394,REG,Regency Centers Corporation
395,REGN,Regeneron
396,RF,Regions Financial Corp.
397,RSG,Republic Services Inc
398,RAI,Reynolds American Inc.
399,RHI,Robert Half International
400,ROK,Rockwell Automation Inc.
401,COL,Rockwell Collins
402,ROP,Roper Technologies
403,ROST,Ross Stores
404,RCL,Royal Caribbean Cruises Ltd
405,CRM,Salesforce.com
406,SCG,SCANA Corp
407,SLB,Schlumberger Ltd.
408,SNI,Scripps Networks Interactive Inc.
409,STX,Seagate Technology
410,SEE,Sealed Air
411,SRE,Sempra Energy
412,SHW,Sherwin-Williams
413,SIG,Signet Jewelers
414,SPG,Simon Property Group Inc
415,SWKS,Skyworks Solutions
416,SLG,SL Green Realty
417,SNA,Snap-On Inc.
418,SO,Southern Co.
419,LUV,Southwest Airlines
420,SPGI,"S&P Global, Inc."
421,SWK,Stanley Black & Decker
422,SPLS,Staples Inc.
423,SBUX,Starbucks Corp.
424,STT,State Street Corp.
425,SRCL,Stericycle Inc
426,SYK,Stryker Corp.
427,STI,SunTrust Banks
428,SYMC,Symantec Corp.
429,SYF,Synchrony Financial
430,SNPS,Synopsys Inc.
431,SYY,Sysco Corp.
432,TROW,T. Rowe Price Group
433,TGT,Target Corp.
434,TEL,TE Connectivity Ltd.
435,FTI,TechnipFMC
436,TSO,Tesoro Petroleum Co.
437,TXN,Texas Instruments
438,TXT,Textron Inc.
439,TMO,Thermo Fisher Scientific
440,TIF,Tiffany & Co.
441,TWX,Time Warner Inc.
442,TJX,TJX Companies Inc.
443,TMK,Torchmark Corp.
444,TSS,Total System Services
445,TSCO,Tractor Supply Company
446,TDG,TransDigm Group
447,RIG,Transocean
448,TRV,The Travelers Companies Inc.
449,TRIP,TripAdvisor
450,FOXA,Twenty-First Century Fox Class A
451,FOX,Twenty-First Century Fox Class B
452,TSN,Tyson Foods
453,UDR,UDR Inc
454,ULTA,Ulta Salon Cosmetics & Fragrance Inc
455,USB,U.S. Bancorp
456,UA,Under Armour Class C
457,UAA,Under Armour Class A
458,UNP,Union Pacific
459,UAL,United Continental Holdings
460,UNH,United Health Group Inc.
461,UPS,United Parcel Service
462,URI,"United Rentals, Inc."
463,UTX,United Technologies
464,UHS,"Universal Health Services, Inc."
465,UNM,Unum Group
466,VFC,V.F. Corp.
467,VLO,Valero Energy
468,VAR,Varian Medical Systems
469,VTR,Ventas Inc
470,VRSN,Verisign Inc.
471,VRSK,Verisk Analytics
472,VZ,Verizon Communications
473,VRTX,Vertex Pharmaceuticals Inc
474,VIAB,Viacom Inc.
475,V,Visa Inc.
476,VNO,Vornado Realty Trust
477,VMC,Vulcan Materials
478,WMT,Wal-Mart Stores
479,WBA,Walgreens Boots Alliance
480,DIS,The Walt Disney Company
481,WM,Waste Management Inc.
482,WAT,Waters Corporation
483,WEC,Wec Energy Group Inc
484,WFC,Wells Fargo
485,HCN,Welltower Inc.
486,WDC,Western Digital
487,WU,Western Union Co
488,WRK,WestRock Company
489,WY,Weyerhaeuser Corp.
490,WHR,Whirlpool Corp.
491,WFM,Whole Foods Market
492,WMB,Williams Cos.
493,WLTW,Willis Towers Watson
494,WYN,Wyndham Worldwide
495,WYNN,Wynn Resorts Ltd
496,XEL,Xcel Energy Inc
497,XRX,Xerox Corp.
498,XLNX,Xilinx Inc
499,XL,XL Capital
500,XYL,Xylem Inc.
501,YUM,Yum! Brands Inc
502,ZBH,Zimmer Biomet Holdings
503,ZION,Zions Bancorp
504,ZTS,Zoetis
